"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"psi[223]",0.0848879541237333,0.0656535894998048,-0.0404356875,0.2125722,4074.0768392037,0.999525809023041
"psi[224]",0.0846115641416,0.0654398219661224,-0.0403040575,0.2118802,4074.07967928123,0.999525811651414
"psi[225]",0.0829565449104667,0.0641598076320188,-0.0395156975,0.207735175,4074.07795648867,0.999525807562621
"psi[226]",0.0829565449104667,0.0641598076320188,-0.0395156975,0.207735175,4074.07795648867,0.999525807562621
"psi[227]",0.0846115641416,0.0654398219661224,-0.0403040575,0.2118802,4074.07967928123,0.999525811651414
"psi[228]",0.0829565449104667,0.0641598076320188,-0.0395156975,0.207735175,4074.07795648867,0.999525807562621
"psi[229]",0.0846115641416,0.0654398219661224,-0.0403040575,0.2118802,4074.07967928123,0.999525811651414
"psi[230]",0.0846115641416,0.0654398219661224,-0.0403040575,0.2118802,4074.07967928123,0.999525811651414
"psi[231]",0.0846115641416,0.0654398219661224,-0.0403040575,0.2118802,4074.07967928123,0.999525811651414
"psi[232]",0.0846115641416,0.0654398219661224,-0.0403040575,0.2118802,4074.07967928123,0.999525811651414
"psi[233]",0.0846115641416,0.0654398219661224,-0.0403040575,0.2118802,4074.07967928123,0.999525811651414
"psi[234]",0.0846115641416,0.0654398219661224,-0.0403040575,0.2118802,4074.07967928123,0.999525811651414
"psi[235]",0.0829565449104667,0.0641598076320188,-0.0395156975,0.207735175,4074.07795648867,0.999525807562621
"psi[236]",0.0804845637789667,0.0622479422104809,-0.038338255,0.20154515,4074.07712119844,0.999525807494417
"psi[237]",0.0799369476657667,0.0618244088005895,-0.0380774,0.200174125,4074.07920449386,0.999525808806466
"psi[238]",0.0796633656435333,0.06161281621967,-0.037947075,0.199489125,4074.07908085706,0.999525809018607
"psi[239]",0.0796633656435333,0.06161281621967,-0.037947075,0.199489125,4074.07908085706,0.999525809018607
"psi[240]",0.188712675341333,0.145953147766934,-0.08989182,0.472564675,4074.07878470326,0.999525810095356
"psi[241]",0.188712675341333,0.145953147766934,-0.08989182,0.472564675,4074.07878470326,0.999525810095356
"psi[242]",0.188712675341333,0.145953147766934,-0.08989182,0.472564675,4074.07878470326,0.999525810095356
"psi[243]",0.188712675341333,0.145953147766934,-0.08989182,0.472564675,4074.07878470326,0.999525810095356
"psi[244]",0.188712675341333,0.145953147766934,-0.08989182,0.472564675,4074.07878470326,0.999525810095356
"psi[245]",0.188027956555,0.14542357394976,-0.0895656524999999,0.47085065,4074.07890111532,0.99952581086165
"psi[246]",0.188027956555,0.14542357394976,-0.0895656524999999,0.47085065,4074.07890111532,0.99952581086165
"psi[247]",0.187344211583667,0.14489475544651,-0.089239985,0.46913765,4074.0783737213,0.999525807476765
"psi[248]",0.187685956838333,0.145159076098348,-0.0894028175,0.46999365,4074.07739590404,0.999525808844279
"psi[249]",0.188027956555,0.14542357394976,-0.0895656524999999,0.47085065,4074.07890111532,0.99952581086165
